run,scenario,group,cumulative_utility,mean_utility,mean_quality_true,mean_quality_surface,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
55,baseline,Blind,-20080.0,-100.4,0.34958333333333336,0.42166666666666663,190,0.38,0.5059628975265018,0.3035777385159011,0.0833333333333335,11,6,0.05,999,0.0
56,baseline,TTB-cap,2280.0,11.4,0.810583333333333,0.7708333333333328,54,0.75,0.7477497096399535,0.44864982578397206,0.0782945947674166,999,999,0.0,999,0.0
56,baseline,Blind,-25440.0,-127.2,0.3299166666666668,0.3802500000000002,229,0.28,0.5135743321718931,0.3081445993031358,0.0833333333333335,1,0,0.3,999,0.0
57,baseline,TTB-cap,540.0,2.7,0.7767499999999998,0.7321666666666664,62,0.725,0.7437060889929743,0.44622365339578457,0.07794509617207586,999,999,0.0,999,0.0
57,baseline,Blind,-23280.0,-116.4,0.3434166666666668,0.3776666666666669,201,0.32,0.5326405152224825,0.31958430913348945,0.0833333333333335,5,12,0.15,999,0.0
58,baseline,TTB-cap,-1700.0,-8.5,0.7887499999999997,0.7546666666666664,74,0.675,0.7396191294387171,0.4437714776632303,0.07796613887651131,999,999,0.0,999,0.0
58,baseline,Blind,-23980.0,-119.9,0.3776666666666668,0.4013333333333335,205,0.305,0.5330040091638031,0.3198024054982818,0.0833333333333335,13,10,0.05,999,0.0
59,baseline,TTB-cap,5060.0,25.3,0.8225833333333336,0.7892500000000001,45,0.795,0.7418093270365997,0.4450855962219598,0.07826816731994013,999,999,0.0,999,0.0
59,baseline,Blind,-21860.0,-109.3,0.3337500000000002,0.4017500000000001,211,0.345,0.5220631641086186,0.3132378984651712,0.0833333333333335,0,0,0.2,999,0.0
60,baseline,TTB-cap,-420.0,-2.1,0.7920833333333331,0.7608333333333331,72,0.705,0.744212962962963,0.4465277777777778,0.07734263718699477,999,999,0.0,999,0.0
60,baseline,Blind,-23540.0,-117.7,0.34500000000000014,0.3899166666666668,208,0.315,0.5535300925925926,0.3321180555555555,0.0833333333333335,5,1,0.1,999,0.0
61,baseline,TTB-cap,820.0,4.1,0.80875,0.7329166666666661,62,0.725,0.7416907514450868,0.45001445086705205,0.0782213080646626,999,999,0.0,999,0.0
61,baseline,Blind,-25840.0,-129.2,0.3401666666666669,0.4057500000000001,217,0.27,0.5398121387283237,0.3238872832369942,0.0833333333333335,7,17,0.1,999,0.0
62,baseline,TTB-cap,1720.0,8.6,0.8109166666666667,0.7847499999999998,56,0.74,0.7401162790697675,0.4440697674418605,0.07790776622900801,999,999,0.0,999,0.0
62,baseline,Blind,-21720.0,-108.6,0.32300000000000006,0.3970833333333335,204,0.35,0.5164244186046512,0.3098546511627907,0.0833333333333335,0,12,0.3,999,0.0
63,baseline,TTB-cap,1120.0,5.6,0.7936666666666667,0.7802500000000003,60,0.73,0.6791666666666667,0.40750000000000003,0.07697973609241014,999,999,0.0,999,0.0
63,baseline,Blind,-21460.0,-107.3,0.3237500000000001,0.3785,195,0.355,0.5016812865497076,0.3010087719298245,0.0833333333333335,1,3,0.2,999,0.0
64,baseline,TTB-cap,2560.0,12.8,0.8126666666666665,0.7574999999999997,56,0.75,0.7042142857142857,0.4225285714285714,0.077288232855213,999,999,0.0,999,0.0
64,baseline,Blind,-23540.0,-117.7,0.33308333333333345,0.3865,209,0.315,0.4952142857142856,0.29712857142857135,0.0833333333333335,4,7,0.35,999,0.0
65,baseline,TTB-cap,880.0,4.4,0.7814166666666662,0.7425833333333328,61,0.73,0.7476799775028122,0.4486079865016873,0.0779678210272521,999,999,0.0,999,0.0
65,baseline,Blind,-24580.0,-122.9,0.3591666666666668,0.4043333333333335,221,0.295,0.5187710911136107,0.31126265466816644,0.0833333333333335,5,8,0.05,999,0.0
66,baseline,TTB-cap,-1140.0,-5.7,0.7661666666666668,0.7408333333333332,67,0.695,0.7372967479674797,0.4423780487804878,0.0779589166522375,999,999,0.0,999,0.0
66,baseline,Blind,-24620.0,-123.1,0.33041666666666664,0.40758333333333335,204,0.295,0.5144454123112661,0.3086672473867596,0.0833333333333335,0,1,0.25,999,0.0
67,baseline,TTB-cap,-420.0,-2.1,0.80475,0.758083333333333,68,0.705,0.7467550790067721,0.4480530474040632,0.0782757638000104,999,999,0.0,999,0.0
67,baseline,Blind,-27100.0,-135.5,0.3725833333333336,0.42700000000000005,224,0.245,0.5495203160270881,0.3297121896162528,0.0833333333333335,0,14,0.15,999,0.0
68,baseline,TTB-cap,2360.0,11.8,0.8065833333333338,0.7574166666666668,55,0.75,0.7406694312796209,0.44440165876777254,0.07825387993437266,999,999,0.0,999,0.0
68,baseline,Blind,-21220.0,-106.1,0.37108333333333327,0.37175000000000014,188,0.355,0.5111078199052133,0.30666469194312795,0.0833333333333335,1,1,0.2,999,0.0
69,baseline,TTB-cap,1360.0,6.8,0.8058333333333336,0.7624166666666669,57,0.73,0.7386497641509433,0.44318985849056597,0.07823984174407783,999,999,0.0,999,0.0
69,baseline,Blind,-24500.0,-122.5,0.3289166666666668,0.3966666666666667,213,0.295,0.547317216981132,0.3283903301886792,0.0833333333333335,1,3,0.05,999,0.0
70,baseline,TTB-cap,5940.0,29.7,0.8158333333333327,0.7829999999999999,40,0.815,0.738322561692127,0.44299353701527616,0.07793470527254606,999,999,0.0,999,0.0
70,baseline,Blind,-21940.0,-109.7,0.3275833333333334,0.36158333333333353,196,0.345,0.5395857814336076,0.32375146886016454,0.0833333333333335,6,4,0.15,999,0.0
71,baseline,TTB-cap,-760.0,-3.8,0.7847499999999998,0.747083333333333,65,0.7,0.7474885189437428,0.44849311136624564,0.07793545299780272,999,999,0.0,999,0.0
