run,scenario,round,group,modules,utility,cumulative_utility,quality_true,quality_surface,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
1,baseline,5,Blind,5,-200.0,-480.0,0.4,0.6,2,0.5,0.08333333333333327,0.42664092664092657,0.25598455598455594,0,0
1,baseline,6,Blind,3,60.0,-420.0,0.3333333333333333,0.0,0,0.5,0.08333333333333327,0.4178571428571429,0.2507142857142857,0,0
1,baseline,7,Blind,4,-200.0,-620.0,0.5,0.75,1,0.5,0.08333333333333327,0.44480519480519476,0.26688311688311683,0,0
1,baseline,8,Blind,5,-200.0,-820.0,0.4,0.4,2,0.5,0.08333333333333327,0.49416909620991256,0.29650145772594755,0,0
1,baseline,9,Blind,5,-200.0,-1020.0,0.0,1.0,3,0.5,0.08333333333333327,0.5052910052910053,0.3031746031746032,0,0
1,baseline,10,Blind,4,-200.0,-1220.0,0.0,0.25,1,0.5,0.08333333333333327,0.5024630541871922,0.3014778325123153,0,0
1,baseline,1,TTB,4,60.0,60.0,0.25,0.25,0,0.49701435452495335,0.0818865608091352,0.19841269841269837,0.11904761904761901,0,0
1,baseline,2,TTB,5,-200.0,-140.0,0.4,0.6,1,0.4970656708032067,0.08092487700859265,0.34472049689441,0.20683229813664597,0,0
1,baseline,3,TTB,4,-200.0,-340.0,0.25,0.0,2,0.4931740105741248,0.08008733171370049,0.41534391534391535,0.2492063492063492,0,0
1,baseline,4,TTB,5,-200.0,-540.0,0.2,0.4,1,0.49116883939551104,0.07927630866827515,0.4821428571428572,0.2892857142857143,0,0
1,baseline,5,TTB,5,-200.0,-740.0,0.6,0.4,1,0.4923400522393024,0.07814168774916427,0.5193050193050193,0.31158301158301155,0,0
1,baseline,6,TTB,3,60.0,-680.0,0.6666666666666666,0.3333333333333333,0,0.49511151104314594,0.07771031637155174,0.5392857142857144,0.3235714285714286,0,0
1,baseline,7,TTB,4,100.0,-580.0,1.0,0.75,0,0.4985586156316015,0.07699027788099422,0.551948051948052,0.33116883116883117,0,0
1,baseline,8,TTB,5,100.0,-480.0,1.0,0.8,0,0.5010584502218346,0.07645714489563275,0.5699708454810497,0.34198250728862983,0,0
1,baseline,9,TTB,5,-200.0,-680.0,0.6,0.8,1,0.4989297917792224,0.0763753595918679,0.58994708994709,0.353968253968254,0,0
1,baseline,10,TTB,4,60.0,-620.0,0.5,0.5,0,0.49712119058132426,0.07585473709817153,0.5935960591133005,0.3561576354679803,0,0
1,baseline,1,MOO,4,60.0,60.0,0.75,0.5,0,0.503475593444194,0.08188911895887381,0.15873015873015883,0.0952380952380953,0,0
1,baseline,2,MOO,5,-200.0,-140.0,0.4,0.4,1,0.4993364385785983,0.08058339354723212,0.2515527950310559,0.15093167701863353,0,0
1,baseline,3,MOO,4,-200.0,-340.0,0.75,0.5,1,0.500954397186206,0.0796045808624895,0.2777777777777779,0.16666666666666674,0,0
1,baseline,4,MOO,5,-200.0,-540.0,0.4,0.4,1,0.4977555980587092,0.07867864121758332,0.2857142857142858,0.17142857142857149,0,0
1,baseline,5,MOO,5,60.0,-480.0,0.8,0.8,0,0.500864262799975,0.07782812396801102,0.3339768339768341,0.20038610038610044,0,0
1,baseline,6,MOO,3,60.0,-420.0,0.6666666666666666,0.6666666666666666,0,0.5000180599204147,0.07762792376831017,0.35357142857142865,0.21785714285714292,0,0
1,baseline,7,MOO,4,-200.0,-620.0,0.5,0.75,1,0.49880124042769297,0.07721156671733159,0.38636363636363646,0.2375324675324676,0,0
1,baseline,8,MOO,5,-200.0,-820.0,0.4,0.8,2,0.49585920650719867,0.07671757108965627,0.42128279883381925,0.25276967930029154,0,0
1,baseline,9,MOO,5,-200.0,-1020.0,0.2,0.8,2,0.4920006905912528,0.07627548481812838,0.4365079365079365,0.2619047619047619,0,0
1,baseline,10,MOO,4,60.0,-960.0,0.75,0.5,0,0.49177979957274587,0.0757394320570837,0.4433497536945814,0.26600985221674883,0,0
2,baseline,1,TRUE,4,100.0,100.0,1.0,0.75,0,0.5081956961849711,0.08185935941583151,0.15873015873015883,0.0952380952380953,0,0
2,baseline,2,TRUE,4,60.0,160.0,0.75,0.75,0,0.5096638044988946,0.08063891357263296,0.23376623376623384,0.1402597402597403,0,0
2,baseline,3,TRUE,4,100.0,260.0,1.0,0.75,0,0.5139581897376678,0.07974831466548937,0.2912087912087913,0.17472527472527477,0,0
2,baseline,4,TRUE,5,-200.0,60.0,0.4,0.8,1,0.509224594033087,0.07938039321194623,0.3571428571428572,0.21428571428571433,0,0
2,baseline,5,TRUE,4,-200.0,-140.0,0.75,0.5,1,0.5098956792259726,0.0790459968012282,0.3979591836734695,0.2387755102040817,0,0
2,baseline,6,TRUE,5,60.0,-80.0,0.6,0.6,0,0.5109936220702053,0.0783386014923461,0.4035714285714287,0.24214285714285722,0,0
2,baseline,7,TRUE,4,100.0,20.0,1.0,0.75,0,0.5141790960101501,0.07807485447251633,0.4285714285714286,0.2571428571428572,0,0
2,baseline,8,TRUE,3,60.0,80.0,0.6666666666666666,0.6666666666666666,0,0.5148764120821789,0.077864757133929,0.4270516717325228,0.2562310030395137,0,0
2,baseline,9,TRUE,4,60.0,140.0,0.75,1.0,0,0.5155249873907577,0.07755319974188393,0.438375350140056,0.2630252100840336,0,0
2,baseline,10,TRUE,4,-200.0,-60.0,0.5,0.5,1,0.5146013479021687,0.07740505674090287,0.44805194805194803,0.2688311688311688,0,0
2,baseline,1,Blind,4,-200.0,-200.0,0.5,0.5,1,0.5,0.08333333333333327,0.19841269841269837,0.11904761904761901,0,0
